filial;referencia;categoria;subcategoria;valor_venda;qtde_estoque;status_foto;status_referencia;motivo_devolucao
loja 06;29.15846_04326;blusa;blusa;396;4;com foto;ativo no site;0
loja 06;29.14729_0024;calca;calca;1196;4;com foto;ativo no site;0
loja 06;29.15880_0005;blusa;blusa;356;4;com foto;ativo no site;0
loja 06;29.14804_27668;blusa;blusa;436;4;com foto;ativo no site;0
loja 06;29.15631_27593;vestido;vestido;1497;4;com foto;ativo no site;0
loja 06;29.14867_0005;bermuda /short;bermuda;476;4;com foto;desativado;falta de padrao no tamanho
loja 06;29.14001_04016;vestido;vestido;636;4;com foto;desativado;falta de padrao no tamanho
loja 06;29.14868_04065;blusa;camisa;796;4;com foto;ativo no site;0
loja 06;29.15871_30049;calca;calca;1196;4;com foto;ativo no site;0
loja 06;29.14876_0024;saia;saia;476;4;com foto;ativo no site;0
loja 06;29.15911_04017;blusa;blusa;396;4;com foto;ativo no site;0
loja 06;29.14892_27598;blusa;blusa;387;4;com foto;ativo no site;0
loja 06;29.16040_30011;casaco / jaqueta;jaqueta;1436;4;com foto;ativo no site;0
loja 06;29.14929_0005;blusa;top;476;4;com foto;ativo no site;0
loja 06;29.15636_04067;calca;calca;1196;4;com foto;ativo no site;0
loja 06;29.14973_0005;saia;saia;636;4;com foto;ativo no site;0
loja 06;29.15807_0091;calca;calca;447;4;com foto;ativo no site;0
loja 06;29.15008_04062;blusa;blusa;267;4;com foto;foto tratamento;0
loja 06;29.14008_04002;blusa;tunica;99;4;com foto;ativo no site;0
loja 06;29.15041_27579;bermuda /short;short;297;4;com foto;ativo no site;0
loja 06;29.15847_04312;blusa;blusa;476;4;com foto;ativo no site;0
loja 06;29.15189_0024;blusa;blusa;276;4;sem foto;sem foto;0
loja 06;29.14231_0005;bolsa;bolsa;1116;4;com foto;ativo no site;0
loja 06;29.15395_0024;acessório;cinto;476;4;com foto;ativo no site;0
loja 06;29.15881_04325;blusa;blusa;436;4;com foto;foto tratamento;0
loja 06;29.13941_27258;blusa;blusa;417;4;com foto;ativo no site;0
loja 06;29.13769_04005;vestido;vestido;956;4;com foto;ativo no site;0
loja 06;29.15492_27590;vestido;vestido;1916;4;com foto;ativo no site;0
loja 06;29.13598_04031;bermuda /short;short;398;4;com foto;ativo no site;0
loja 06;29.15496_0024;vestido;vestido;1017;4;com foto;ativo no site;0
loja 06;29.16068_031;blusa;blusa;316;4;com foto;ativo no site;0
loja 06;29.15623_04003;blusa;top;297;4;sem foto;sem foto;0
loja 06;29.14261_27292;blusa;blusa;417;4;com foto;ativo no site;0
loja 06;29.16318_0005;blusa;blusa;477;3;com foto;ativo no site;0
loja 06;29.16127_0005;vestido;vestido;357;3;com foto;ativo no site;0
loja 06;29.20591_04325;blusa;blusa;357;3;com foto;ativo no site;0
loja 06;29.16613_0005;calca;calca;417;3;com foto;desativado;falta de padrao no tamanho
loja 06;29.16200_04302;acessório;cinto;387;3;sem foto;sem foto;0
loja 06;29.17118_0024;blusa;blusa;207;3;com foto;foto tratamento;0
loja 06;29.16129_04067;calca;calca;417;3;com foto;ativo no site;0
loja 06;29.17136_0068;acessório;colar;267;3;com foto;ativo no site;0
loja 06;29.16530_30040;casaco / jaqueta;casaco;597;3;com foto;desativado;falta de padrao no tamanho
loja 06;29.17138_0068;acessório;colar;417;3;com foto;ativo no site;0
loja 06;29.17039_30011;blusa;blusa;387;3;com foto;desativado;falta de padrao no tamanho
loja 06;29.16390_30044;casaco / jaqueta;jaqueta;718;3;com foto;ativo no site;0
loja 06;29.17393_0068;acessório;bracelete;297;3;com foto;ativo no site;0
loja 06;29.16343_30016;bermuda /short;short;477;3;com foto;ativo no site;0
loja 06;29.16326_30018;blusa;top;297;3;com foto;ativo no site;0
loja 06;29.16348_30111;macacao;macaquinho;897;3;com foto;ativo no site;0
loja 06;29.16991_04328;macacao;macacao;777;3;com foto;desativado;falta de padrao no tamanho
loja 06;29.16658_04308;calca;calca;357;3;sem foto;sem foto;0
loja 06;29.20594_04321;vestido;vestido;597;3;sem foto;sem foto;0
loja 06;29.16448_04017;blusa;blusa;597;3;sem foto;sem foto;0
loja 06;29.16535_0326;casaco / jaqueta;poncho;597;3;com foto;ativo no site;0
loja 06;29.16678_0029;blusa;blusa;237;3;com foto;ativo no site;0
loja 06;29.16603_0029;blusa;blusa;177;3;sem foto;sem foto;0
loja 06;29.17163_0005;blusa;blusa;507;3;com foto;ativo no site;0
loja 06;29.16611_04329;calca;calca;327;3;com foto;foto tratamento;0
loja 06;29.16680_00083;blusa;blusa;267;3;sem foto;sem foto;0
loja 06;29.16801_04329;blusa;regata;147;3;sem foto;sem foto;0
loja 06;29.16682_00083;calca;calca;537;3;sem foto;sem foto;0
loja 06;29.16812_0015;saia;saia;149;3;com foto;ativo no site;0
loja 06;29.17227_0005;blusa;blusa;297;3;com foto;ativo no site;0
loja 06;29.16916_0024;blusa;blusa;357;3;com foto;ativo no site;0
loja 06;29.17233_30215;blusa;blusa;597;3;com foto;ativo no site;0
loja 06;29.17449_0015;blusa;blusa;537;3;com foto;desativado;falta de padrao no tamanho
loja 06;29.16686_00083;vestido;vestido;447;3;sem foto;sem foto;0
loja 06;29.20611_04329;calca;calca;657;3;com foto;ativo no site;0
loja 06;29.16700_04328;blusa;blusa;297;3;com foto;ativo no site;0
loja 06;29.16994_30203;casaco / jaqueta;jaqueta;897;3;com foto;desativado;falta de padrao no tamanho
loja 06;29.17301_30211;vestido;vestido;597;3;com foto;ativo no site;0
loja 06;29.20591_04329;blusa;blusa;357;3;com foto;ativo no site;0
loja 06;29.17309_04307;vestido;vestido;477;3;com foto;ativo no site;0
loja 06;29.16368_30011;vestido;vestido;1137;3;com foto;ativo no site;0
loja 06;29.17315_30209;vestido;vestido;597;3;com foto;ativo no site;0
loja 06;29.20594_04308;vestido;vestido;597;3;sem foto;sem foto;0
loja 06;29.16535_1036;casaco / jaqueta;poncho;597;3;com foto;ativo no site;0
loja 06;29.16456_04304;calca;calca;867;3;sem foto;sem foto;0
