filial;referencia;categoria;subcategoria;valor_venda;qtde_estoque;status_foto;status_referencia;motivo_devolucao
loja 04;29.06069_2435;saia;saia;278;3;com foto;ativo no site;0
loja 04;29.11509_792;sapato;rasteira;179;3;sem foto;sem foto;0
loja 04;29.13322_04006;calca;calca;129;3;com foto;ativo no site;0
loja 04;29.17396_0005;calca;calca;358;2;com foto;ativo no site;0
loja 04;29.17326_0024;blusa;cropped;178;2;com foto;foto tratamento;0
loja 04;29.16678_0029;blusa;blusa;158;2;com foto;ativo no site;0
loja 04;29.17310_04319;vestido;vestido;338;2;sem foto;sem foto;0
loja 04;29.17009_0024;casaco / jaqueta;casaco;298;2;com foto;ativo no site;0
loja 04;29.17358_0005;macacao;macacao;398;2;com foto;ativo no site;0
loja 04;29.16937_04328;vestido;vestido;598;2;com foto;ativo no site;0
loja 04;29.17419_04014;blusa;blusa;179;2;com foto;ativo no site;0
loja 04;29.16684_018;saia;saia;129;2;com foto;ativo no site;0
loja 04;29.17141_0199;acessório;bracelete;159;2;com foto;desativado;produto diferente da imagem
loja 04;29.17156_04328;blusa;top;139;2;sem foto;sem foto;0
loja 04;29.17309_04307;vestido;vestido;318;2;com foto;ativo no site;0
loja 04;29.16729_0024;blusa;camisa;119;2;com foto;ativo no site;0
loja 04;29.17055_04302;blusa;blusa;198;2;com foto;desativado;problemas de qualidade do produto
loja 04;29.17023_0024;blusa;blusa;119;2;com foto;ativo no site;0
loja 04;29.16987_0005;calca;calca;169;2;com foto;ativo no site;0
loja 04;29.17393_0068;acessório;bracelete;99;2;com foto;ativo no site;0
loja 04;29.16715_0005;blusa;regata;98;2;com foto;ativo no site;0
loja 04;29.16867_04014;vestido;vestido;398;2;com foto;desativado;falta de padrao no tamanho
loja 04;29.17167_04328;blusa;top;58;2;com foto;desativado;falta de padrao no tamanho
loja 04;29.17136_0068;acessório;colar;89;2;com foto;ativo no site;0
loja 04;29.16959_0005;vestido;vestido;369;2;com foto;ativo no site;0
loja 04;29.17041_30159;blusa;blusa;99;2;com foto;ativo no site;0
loja 04;29.17043_0024;blusa;blusa;218;2;com foto;desativado;falta de padrao no tamanho
loja 04;29.17031_0024;blusa;blusa;89;2;com foto;ativo no site;0
loja 04;29.16906_04312;blusa;blusa;398;2;com foto;ativo no site;0
loja 04;29.17316_30209;vestido;vestido;478;2;com foto;foto tratamento;0
loja 04;29.16752_04321;bermuda /short;short;119;2;com foto;ativo no site;0
loja 04;29.17058_27672;vestido;vestido;199;2;com foto;desativado;falta de padrao no tamanho
loja 04;29.17357_04329;macacao;macacao;578;2;sem foto;sem foto;0
loja 04;29.16719_0005;blusa;camisa;119;2;com foto;ativo no site;0
loja 04;29.17076_30205;vestido;vestido;399;2;com foto;ativo no site;0
loja 04;29.16668_2206;macacao;macacao;298;2;sem foto;sem foto;0
loja 04;29.17244_04328;calca;calca;199;2;com foto;desativado;falta de padrao no tamanho
loja 04;29.16673_30022;blusa;blusa;118;2;com foto;ativo no site;0
loja 04;29.17259_0068;acessório;brinco;39;2;com foto;ativo no site;0
loja 04;29.16922_04319;blusa;blusa;218;2;com foto;ativo no site;0
loja 04;29.17434_0024;vestido;vestido;518;2;com foto;ativo no site;0
loja 04;29.17278_0024;acessório;colar;39;2;com foto;ativo no site;0
loja 04;29.16854_04312;bermuda /short;short;129;2;com foto;ativo no site;0
loja 04;29.16604_0005;blusa;blusa;89;2;sem foto;sem foto;0
loja 04;29.17458_031;calca;calca;249;2;com foto;ativo no site;0
loja 04;29.17290_0068;acessório;colar;69;2;com foto;ativo no site;0
loja 04;29.17053_04313;vestido;vestido;398;2;com foto;foto tratamento;0
loja 04;29.16487_0024;blusa;blusa;498;2;com foto;ativo no site;0
loja 04;29.16550_0091;calca;calca;189;2;com foto;ativo no site;0
loja 04;29.15877_30025;vestido;vestido;398;2;com foto;desativado;falta de padrao no tamanho
loja 04;29.15876_30047;vestido;vestido;598;2;com foto;desativado;problemas de qualidade do produto
loja 04;29.16545_2291;bermuda /short;short;318;2;com foto;ativo no site;0
loja 04;29.16084_30158;vestido;vestido;169;2;com foto;ativo no site;0
loja 04;29.16410_04360;sapato;rasteira;239;2;com foto;ativo no site;0
loja 04;29.15921_30015;calca;calca;189;2;com foto;ativo no site;0
loja 04;29.16302_0005;blusa;camisa;199;2;com foto;ativo no site;0
loja 04;29.16502_0005;casaco / jaqueta;casaco;259;2;com foto;ativo no site;0
loja 04;29.15963_1500;blusa;blusa;199;2;com foto;ativo no site;0
loja 04;29.16514_04323;blusa;blusa;298;2;com foto;ativo no site;0
loja 04;29.16306_0005;calca;calca;199;2;com foto;ativo no site;0
loja 04;29.16308_04114;blusa;camisao;139;2;sem foto;sem foto;0
loja 04;29.16376_04326;blusa;blusa;139;2;com foto;ativo no site;0
loja 04;29.16432_0091;calca;calca;139;2;com foto;ativo no site;0
loja 04;29.16386_04317;blusa;camisa;398;2;com foto;ativo no site;0
loja 04;29.16093_0024;blusa;blusa;99;2;com foto;ativo no site;0
loja 04;29.16310_27554;blusa;blusa;89;2;com foto;ativo no site;0
loja 04;29.15840_04312;calca;calca;239;2;com foto;ativo no site;0
loja 04;29.16483_0005;macacao;macacao;239;2;sem foto;sem foto;0
loja 04;29.15804_0005;bermuda /short;short;119;2;com foto;desativado;falta de padrao no tamanho
loja 04;29.15901_0005;blusa;blusa;49;2;com foto;ativo no site;0
loja 04;29.16502_0326;casaco / jaqueta;casaco;259;2;com foto;ativo no site;0
loja 04;29.15868_30047;blusa;blusa;358;2;com foto;ativo no site;0
loja 04;29.16514_0005;blusa;blusa;149;2;com foto;ativo no site;0
loja 04;29.16013_04314;blusa;blusa;218;2;sem foto;sem foto;0
loja 04;29.16456_04014;calca;calca;578;2;sem foto;sem foto;0
loja 04;29.15928_30001;macacao;macacao;239;2;com foto;ativo no site;0
loja 04;29.16456_04304;calca;calca;578;2;sem foto;sem foto;0
loja 04;29.16537_0005;casaco / jaqueta;casaco;149;2;com foto;ativo no site;0
loja 04;29.16459_0005;calca;calca;359;2;com foto;ativo no site;0
loja 04;29.16461_0005;calca;calca;778;2;com foto;ativo no site;0
loja 04;29.15911_04017;blusa;blusa;198;2;com foto;ativo no site;0
loja 04;29.16132_04312;blusa;blusa;89;2;com foto;ativo no site;0
loja 04;29.14387_0015;vestido;vestido;199;2;com foto;ativo no site;0
loja 04;29.14788_04074;vestido;vestido;179;2;com foto;ativo no site;0
loja 04;29.15724_0024;blusa;camisa;179;2;com foto;ativo no site;0
loja 04;29.14988_04035;blusa;cropped;138;2;com foto;ativo no site;0
loja 04;29.14909_0024;macacao;macaquinho;189;2;com foto;ativo no site;0
loja 04;29.15627_0001;vestido;vestido;239;2;com foto;desativado;problemas de qualidade do produto
loja 04;29.14888_04071;blusa;blusa;198;2;com foto;ativo no site;0
loja 04;29.15112_0024;calca;calca;149;2;com foto;ativo no site;0
loja 04;29.15402_0068;acessório;colar;178;2;com foto;ativo no site;0
loja 04;29.14524_04016;acessório;pulseira;238;2;com foto;ativo no site;0
loja 04;29.15444_04068;blusa;camisa;189;2;com foto;ativo no site;0
loja 04;29.14406_3194;bermuda /short;short;139;2;com foto;ativo no site;0
loja 04;29.15451_27590;blusa;camisa;398;2;com foto;ativo no site;0
loja 04;29.15779_27564;bermuda /short;short;258;2;com foto;ativo no site;0
loja 04;29.15474_27588;saia;saia;259;2;com foto;ativo no site;0
loja 04;29.15153_0091;macacao;macacao;229;2;com foto;ativo no site;0
loja 04;29.14179_04020;calca;calca;298;2;com foto;ativo no site;0
loja 04;29.14669_04061;vestido;vestido;398;2;com foto;desativado;falta de padrao no tamanho
loja 04;29.15035_27578;blusa;blusa;158;2;com foto;ativo no site;0
loja 04;29.15156_0001;blusa;regata;178;2;com foto;ativo no site;0
loja 04;29.14287_0024;blusa;blusa;518;2;com foto;ativo no site;0
loja 04;29.15162_04068;vestido;vestido;179;2;com foto;ativo no site;0
loja 04;29.14750_04066;vestido;vestido;518;2;com foto;ativo no site;0
loja 04;29.14970_00083;vestido;vestido;598;2;com foto;ativo no site;0
loja 04;29.14759_27556;blusa;blusa;79;2;com foto;ativo no site;0
loja 04;29.15197_0091;bermuda /short;short;119;2;com foto;ativo no site;0
loja 04;29.14778_04022;saia;saia;139;2;com foto;ativo no site;0
loja 04;29.15449_0024;calca;calca;299;2;com foto;desativado;falta de padrao no tamanho
loja 04;29.14848_0005;sapato;sandalia;199;2;com foto;ativo no site;0
loja 04;29.14723_0024;vestido;vestido;558;2;com foto;ativo no site;0
loja 04;29.14808_27411;calca;calca;119;2;com foto;ativo no site;0
loja 04;29.15239_04003;blusa;regata;98;2;com foto;ativo no site;0
loja 04;29.15482_27591;vestido;vestido;199;2;com foto;ativo no site;0
loja 04;29.15497_27570;vestido;vestido;518;2;com foto;ativo no site;0
loja 04;29.14349_04019;blusa;top;118;2;com foto;ativo no site;0
loja 04;29.15319_04076;sapato;sandalia;458;2;sem foto;sem foto;0
loja 04;29.15720_04022;acessório;cinto;198;2;com foto;ativo no site;0
loja 04;29.14174_27281;calca;calca;298;2;com foto;ativo no site;0
loja 04;29.14721_0024;blusa;camisa;358;2;com foto;ativo no site;0
loja 04;29.14160_1652;blusa;blusa;109;2;com foto;ativo no site;0
loja 04;29.11973_0001;acessório;cinto;318;2;com foto;ativo no site;0
loja 04;29.12282_0005;blusa;blusa;79;2;sem foto;sem foto;0
loja 04;29.12941_2712;blusa;blusa;99;2;com foto;ativo no site;0
loja 04;29.11702_2710;blusa;tunica;89;2;com foto;ativo no site;0
loja 04;29.08272_019;macacao;macacao;279;2;com foto;ativo no site;0
loja 04;29.13999_04019;colete / kimono;colete;189;2;com foto;ativo no site;0
loja 04;29.14149_27299;blusa;blusa;178;2;com foto;ativo no site;0
loja 04;29.13590_04027;calca;calca;289;2;com foto;ativo no site;0
loja 04;29.13332_27003;calca;calca;298;2;com foto;ativo no site;0
loja 04;29.13675_27251;vestido;vestido;179;2;com foto;ativo no site;0
loja 04;29.12112_2778;blusa;top;238;2;com foto;ativo no site;0
loja 04;29.13366_27253;bermuda /short;short;139;2;com foto;ativo no site;0
loja 04;29.14005_04001;calca;calca;149;2;com foto;ativo no site;0
loja 04;29.13371_27265;blusa;blusa;109;2;com foto;ativo no site;0
loja 04;29.13576_0005;blusa;blusa;149;2;com foto;ativo no site;0
loja 04;29.13466_04006;blusa;blusa;99;2;com foto;desativado;falta de padrao no tamanho
loja 04;29.08091_2267;macacao;macacao;179;2;com foto;ativo no site;0
loja 04;29.13466_1652;blusa;blusa;99;2;com foto;desativado;produto diferente da imagem
loja 04;29.03935_2048;blusa;camisa;119;2;sem foto;sem foto;0
loja 04;29.13470_27249;blusa;blusa;198;2;com foto;ativo no site;0
loja 04;29.13639_27277;blusa;blusa;218;2;com foto;ativo no site;0
loja 04;29.13488_0001;vestido;vestido;718;2;sem foto;sem foto;0
loja 04;29.11703_24239;blusa;blusa;89;2;com foto;desativado;falta de padrao no tamanho
loja 04;29.08883_1099;calca;calca;139;2;com foto;ativo no site;0
loja 04;29.11715_2718;colete / kimono;colete;278;2;com foto;ativo no site;0
loja 04;29.09914_055;acessório;argola;178;2;sem foto;sem foto;0
loja 04;29.12170_2687;calca;calca;278;2;com foto;ativo no site;0
loja 04;29.14001_04016;vestido;vestido;318;2;com foto;desativado;falta de padrao no tamanho
loja 04;29.14069_0091;calca;calca;169;2;com foto;ativo no site;0
loja 04;29.13502_04035;blusa;blusa;119;2;com foto;ativo no site;0
loja 04;29.13555_04030;macacao;macacao;399;2;com foto;ativo no site;0
loja 04;29.12907_0005;macacao;macacao;299;2;sem foto;sem foto;0
loja 04;29.10978_2697;blusa;blusa;99;1;com foto;ativo no site;0
loja 04;29.16981_04328;calca;calca;229;1;com foto;desativado;falta de padrao no tamanho
loja 04;29.16715_0001;blusa;regata;49;1;com foto;ativo no site;0
loja 04;29.17380_30209;saia;saia;159;1;com foto;foto tratamento;0
loja 04;29.16964_0005;saia;saia;289;1;com foto;ativo no site;0
loja 04;29.16988_30212;calca;calca;169;1;com foto;ativo no site;0
loja 04;29.16853_04303;bermuda /short;short;179;1;com foto;desativado;falta de padrao no tamanho
loja 04;29.17059_0024;vestido;vestido;339;1;com foto;desativado;falta de padrao no tamanho
loja 04;29.17157_04328;blusa;camisa;199;1;sem foto;sem foto;0
loja 04;29.16785_0024;blusa;blusa;99;1;sem foto;sem foto;0
loja 04;29.17158_0005;calca;calca;279;1;com foto;ativo no site;0
loja 04;29.16709_04329;blusa;blusa;159;1;sem foto;sem foto;0
loja 04;29.16656_30022;vestido;vestido;169;1;com foto;ativo no site;0
loja 04;29.16797_0005;calca;calca;109;1;sem foto;sem foto;0
loja 04;29.17465_1405;saia;saia;199;1;com foto;ativo no site;0
loja 04;29.16857_04329;vestido;vestido;249;1;com foto;foto tratamento;0
loja 04;29.16723_0024;blusa;bata;169;1;sem foto;sem foto;0
loja 04;29.17324_0005;blusa;cropped;79;1;com foto;foto tratamento;0
loja 04;29.17069_04328;macacao;macacao;399;1;com foto;desativado;falta de padrao no tamanho
loja 04;29.17020_04328;vestido;vestido;179;1;com foto;ativo no site;0
loja 04;29.17082_0005;blusa;blusa;159;1;com foto;ativo no site;0
loja 04;29.16664_2614;colete / kimono;kimono;159;1;com foto;ativo no site;0
loja 04;29.17103_0005;calca;calca;149;1;sem foto;sem foto;0
loja 04;29.17189_30167;vestido;vestido;139;1;sem foto;sem foto;0
loja 04;29.17439_0005;blusa;blusa;159;1;com foto;ativo no site;0
loja 04;29.16609_0005;calca;calca;119;1;com foto;foto tratamento;0
loja 04;29.04368_010;blusa;blusa;99;1;com foto;ativo no site;0
loja 04;29.16674_30022;calca;calca;109;1;com foto;foto tratamento;0
loja 04;29.14178_04003;calca;calca;239;1;com foto;ativo no site;0
loja 04;29.16731_0005;blusa;camisa;99;1;com foto;ativo no site;0
loja 04;29.17238_30206;calca;calca;279;1;com foto;ativo no site;0
loja 04;29.17324_04319;blusa;cropped;79;1;com foto;ativo no site;0
loja 04;29.17239_30204;calca;calca;259;1;com foto;ativo no site;0
loja 04;29.17032_04000;sapato;sandalia;179;1;sem foto;sem foto;0
loja 04;29.17332_30207;calca;calca;169;1;sem foto;sem foto;0
loja 04;29.17242_30205;saia;saia;339;1;com foto;ativo no site;0
loja 04;29.17334_30203;blusa;blusa;139;1;com foto;ativo no site;0
loja 04;29.16877_0005;blusa;regata;139;1;sem foto;sem foto;0
loja 04;29.16880_0005;vestido;vestido;199;1;com foto;ativo no site;0
loja 04;29.17078_30204;vestido;vestido;479;1;com foto;ativo no site;0
loja 04;29.17268_0068;acessório;colar;99;1;com foto;ativo no site;0
loja 04;29.17094_8242;casaco / jaqueta;casaco;129;1;sem foto;sem foto;0
loja 04;29.17036_0024;blusa;blusa;139;1;com foto;ativo no site;0
loja 04;29.16734_04329;vestido;vestido;199;1;sem foto;sem foto;0
loja 04;29.17111_0005;bermuda /short;short;139;1;sem foto;sem foto;0
loja 04;29.16736_0005;vestido;vestido;189;1;com foto;ativo no site;0
loja 04;29.16742_0005;vestido;vestido;159;1;sem foto;sem foto;0
loja 04;29.17116_0068;acessório;brinco;99;1;com foto;ativo no site;0
loja 04;29.17125_04328;blusa;blusa;59;1;sem foto;sem foto;0
loja 04;29.16915_04329;blusa;blusa;119;1;com foto;ativo no site;0
loja 04;29.16797_04328;calca;calca;109;1;com foto;foto tratamento;0
loja 04;29.16750_0005;calca;calca;179;1;sem foto;sem foto;0
loja 04;29.17450_04329;blusa;blusa;179;1;com foto;ativo no site;0
loja 04;29.17301_30211;vestido;vestido;199;1;com foto;ativo no site;0
loja 04;29.17140_0068;acessório;colar;149;1;com foto;ativo no site;0
loja 04;29.17305_04000;acessório;cinto;109;1;com foto;ativo no site;0
loja 04;29.16812_0015;saia;saia;149;1;com foto;ativo no site;0
loja 04;29.16653_04317;calca;calca;169;1;sem foto;sem foto;0
loja 04;29.11230_038;vestido;vestido;219;1;com foto;ativo no site;0
loja 04;29.16763_0005;blusa;blusa;89;1;com foto;foto tratamento;0
loja 04;29.07184_019;vestido;vestido;223;1;com foto;ativo no site;0
loja 04;29.17052_0015;vestido;vestido;119;1;sem foto;sem foto;0
loja 04;29.05554_055;casaco / jaqueta;blazer;279;1;com foto;ativo no site;0
loja 04;29.16584_30022;blusa;blusa;89;1;com foto;ativo no site;0
loja 04;29.11666_2733;calca;calca;139;1;com foto;ativo no site;0
loja 04;29.17312_30207;vestido;vestido;199;1;sem foto;sem foto;0
loja 04;29.11339_019;vestido;vestido;239;1;com foto;ativo no site;0
loja 04;29.16654_30022;vestido;vestido;179;1;sem foto;sem foto;0
loja 04;29.17317_30209;blusa;bata;119;1;com foto;ativo no site;0
loja 04;29.16305_04061;blusa;blusa;79;1;com foto;ativo no site;0
loja 04;29.16555_0024;blusa;blusa;189;1;com foto;ativo no site;0
loja 04;29.16497_0024;casaco / jaqueta;casaco;179;1;com foto;ativo no site;0
loja 04;29.15919_30006;blusa;blusa;219;1;com foto;ativo no site;0
loja 04;29.16096_0091;bermuda /short;short;119;1;com foto;ativo no site;0
loja 04;29.15920_30037;calca;calca;159;1;com foto;ativo no site;0
loja 04;29.15839_0024;blusa;blusa;109;1;com foto;ativo no site;0
loja 04;29.16365_30032;vestido;vestido;439;1;com foto;ativo no site;0
loja 04;29.16367_04328;blusa;blusa;119;1;com foto;desativado;produto diferente da imagem
loja 04;29.15793_04063;acessório;colar;99;1;com foto;ativo no site;0
loja 04;29.15951_2614;casaco / jaqueta;jaqueta;299;1;com foto;ativo no site;0
loja 04;29.16118_0005;blusa;regata;59;1;com foto;ativo no site;0
loja 04;29.15897_0005;calca;calca;139;1;sem foto;sem foto;0
loja 04;29.16048_0005;calca;calca;159;1;com foto;desativado;falta de padrao no tamanho
loja 04;29.15953_04302;saia;saia;179;1;com foto;ativo no site;0
loja 04;29.16312_0024;vestido;vestido;269;1;com foto;ativo no site;0
loja 04;29.15826_0253;acessório;brinco;69;1;com foto;ativo no site;0
loja 04;29.16501_8240;casaco / jaqueta;casaco;229;1;com foto;ativo no site;0
loja 04;29.16126_04067;casaco / jaqueta;casaco;129;1;com foto;ativo no site;0
loja 04;29.16526_04329;blusa;blusa;179;1;com foto;ativo no site;0
loja 04;29.15781_04074;bermuda /short;short;89;1;com foto;ativo no site;0
loja 04;29.16349_04328;casaco / jaqueta;jaqueta;249;1;com foto;ativo no site;0
loja 04;29.16405_0001;calca;calca;159;1;sem foto;sem foto;0
loja 04;29.15852_04304;vestido;vestido;239;1;com foto;ativo no site;0
loja 04;29.16475_04323;blusa;blusa;249;1;sem foto;sem foto;0
loja 04;29.15925_30015;blusa;camisa;149;1;com foto;ativo no site;0
loja 04;29.15940_30004;blusa;blusa;99;1;com foto;desativado;falta de padrao no tamanho
loja 04;29.15837_04302;vestido;vestido;239;1;com foto;ativo no site;0
loja 04;29.16430_0091;calca;calca;139;1;com foto;ativo no site;0
loja 04;29.16488_067;blusa;blusa;149;1;com foto;ativo no site;0
loja 04;29.15789_0024;vestido;vestido;279;1;com foto;ativo no site;0
loja 04;29.16067_0024;blusa;blusa;139;1;com foto;ativo no site;0
loja 04;29.16263_0068;acessório;escapulario;79;1;com foto;ativo no site;0
loja 04;29.16442_04014;blusa;blusa;199;1;com foto;ativo no site;0
loja 04;29.16326_30018;blusa;top;99;1;com foto;ativo no site;0
loja 04;29.16272_0024;bermuda /short;short;119;1;com foto;ativo no site;0
loja 04;29.16278_0091;calca;calca;269;1;sem foto;sem foto;0
loja 04;29.15912_0005;blusa;blusa;69;1;sem foto;sem foto;0
loja 04;29.15882_00082;blusa;blusa;89;1;com foto;ativo no site;0
loja 04;29.15886_0001;blusa;blusa;89;1;com foto;ativo no site;0
loja 04;29.15913_0005;blusa;blusa;89;1;sem foto;sem foto;0
loja 04;29.16552_0005;casaco / jaqueta;jaqueta;189;1;com foto;ativo no site;0
loja 04;29.16289_0091;macacao;macacao;259;1;com foto;ativo no site;0
loja 04;29.15800_24667;blusa;top;69;1;com foto;ativo no site;0
loja 04;29.16467_0005;bermuda /short;short;239;1;sem foto;sem foto;0
loja 04;29.16040_30011;casaco / jaqueta;jaqueta;359;1;com foto;ativo no site;0
loja 04;29.15463_0024;macacao;macacao;339;1;com foto;ativo no site;0
loja 04;29.14553_04013;acessório;brinco;59;1;com foto;ativo no site;0
loja 04;29.15615_04067;blusa;blusa;239;1;com foto;ativo no site;0
loja 04;29.14935_0024;blusa;blusa;139;1;com foto;ativo no site;0
loja 04;29.14942_04068;calca;calca;119;1;com foto;ativo no site;0
loja 04;29.14945_04068;blusa;cropped;69;1;com foto;ativo no site;0
loja 04;29.15754_0024;colete / kimono;kimono;299;1;com foto;ativo no site;0
loja 04;29.14569_04021;acessório;bracelete;139;1;com foto;ativo no site;0
loja 04;29.14957_27573;vestido;vestido;179;1;com foto;ativo no site;0
loja 04;29.14826_27564;vestido;vestido;179;1;com foto;ativo no site;0
loja 04;29.14586_04018;acessório;brinco;59;1;com foto;ativo no site;0
loja 04;29.14855_27563;blusa;blusa;159;1;com foto;ativo no site;0
loja 04;29.14969_0024;casaco / jaqueta;casaco;169;1;com foto;ativo no site;0
loja 04;29.15496_0024;vestido;vestido;339;1;com foto;ativo no site;0
loja 04;29.14602_04010;blusa;blusa;129;1;com foto;ativo no site;0
loja 04;29.14608_04001;bermuda /short;short;99;1;com foto;ativo no site;0
loja 04;29.14923_27571;calca;calca;139;1;com foto;ativo no site;0
loja 04;29.14318_741;blusa;blusa;39;1;com foto;ativo no site;0
loja 04;29.15364_0005;calca;calca;159;1;com foto;ativo no site;0
loja 04;29.14997_04062;calca;calca;119;1;com foto;ativo no site;0
loja 04;29.14999_27554;bermuda /short;short;159;1;com foto;ativo no site;0
loja 04;29.15425_04060;blusa;blusa;79;1;com foto;ativo no site;0
loja 04;29.15010_27575;vestido;vestido;149;1;com foto;foto tratamento;0
loja 04;29.15439_27590;calca;calca;259;1;com foto;ativo no site;0
loja 04;29.14850_27413;blusa;top;79;1;com foto;ativo no site;0
loja 04;29.15458_27662;blusa;top;89;1;com foto;ativo no site;0
loja 04;29.14633_1652;calca;calca;199;1;com foto;ativo no site;0
loja 04;29.15037_27580;blusa;blusa;69;1;com foto;ativo no site;0
loja 04;29.15481_27591;bermuda /short;short;179;1;com foto;ativo no site;0
loja 04;29.15486_27589;vestido;vestido;479;1;com foto;ativo no site;0
loja 04;29.15043_27578;bermuda /short;short;89;1;com foto;ativo no site;0
loja 04;29.15574_04065;bolsa;bolsa;299;1;com foto;ativo no site;0
loja 04;29.14641_04021;acessório;anel;59;1;com foto;ativo no site;0
loja 04;29.14525_0068;acessório;anel;69;1;com foto;ativo no site;0
loja 04;29.14320_0005;blusa;blusa;39;1;com foto;ativo no site;0
loja 04;29.14529_04013;acessório;pulseira;99;1;com foto;ativo no site;0
loja 04;29.14673_27270;blusa;top;99;1;com foto;ativo no site;0
loja 04;29.15080_0024;blusa;blusa;69;1;com foto;ativo no site;0
loja 04;29.15082_27411;vestido;vestido;159;1;com foto;ativo no site;0
loja 04;29.15350_04076;vestido;vestido;239;1;com foto;ativo no site;0
loja 04;29.14687_04022;vestido;vestido;299;1;com foto;ativo no site;0
loja 04;29.14397_27249;vestido;vestido;179;1;com foto;ativo no site;0
loja 04;29.15111_04068;colete / kimono;colete;159;1;com foto;ativo no site;0
loja 04;29.14810_27413;calca;calca;149;1;com foto;ativo no site;0
loja 04;29.14692_04035;acessório;bracelete;139;1;com foto;ativo no site;0
loja 04;29.15380_04068;acessório;colar;39;1;com foto;ativo no site;0
loja 04;29.14326_27274;blusa;blusa;79;1;com foto;ativo no site;0
loja 04;29.15125_0091;calca;calca;179;1;com foto;ativo no site;0
loja 04;29.14265_04001;vestido;vestido;239;1;com foto;ativo no site;0
loja 04;29.14438_27278;macacao;macacao;149;1;com foto;ativo no site;0
loja 04;29.15133_0091;bermuda /short;short;129;1;com foto;ativo no site;0
loja 04;29.14473_27301;macacao;macacao;169;1;com foto;ativo no site;0
loja 04;29.14333_04018;bermuda /short;short;139;1;com foto;ativo no site;0
loja 04;29.14494_04002;blusa;regata;49;1;com foto;desativado;produto diferente da imagem
loja 04;29.14853_27418;blusa;top;79;1;com foto;ativo no site;0
loja 04;29.14348_0005;blusa;blusa;89;1;com foto;ativo no site;0
loja 04;29.14730_2614;calca;calca;219;1;com foto;ativo no site;0
loja 04;29.14856_27414;saia;saia;139;1;com foto;ativo no site;0
loja 04;29.14348_04003;blusa;blusa;89;1;com foto;ativo no site;0
loja 04;29.15464_27589;blusa;top;139;1;com foto;ativo no site;0
loja 04;29.15189_0024;blusa;blusa;69;1;sem foto;sem foto;0
loja 04;29.14193_27299;saia;saia;189;1;com foto;ativo no site;0
loja 04;29.14237_0005;sapato;sandalia;199;1;com foto;ativo no site;0
loja 04;29.15484_27597;vestido;vestido;279;1;com foto;ativo no site;0
loja 04;29.14742_0024;blusa;regata;39;1;com foto;ativo no site;0
loja 04;29.15612_04070;blusa;blusa;139;1;com foto;ativo no site;0
loja 04;29.14382_27274;vestido;vestido;119;1;com foto;desativado;falta de padrao no tamanho
loja 04;29.14520_0068;acessório;anel;59;1;com foto;ativo no site;0
loja 04;29.14278_0091;bermuda /short;short;109;1;com foto;ativo no site;0
loja 04;29.15631_27593;vestido;vestido;499;1;com foto;ativo no site;0
loja 04;29.15246_00005;vestido;vestido;119;1;com foto;desativado;falta de padrao no tamanho
loja 04;29.15635_27596;bermuda /short;bermuda;199;1;sem foto;sem foto;0
loja 04;29.15247_27600;vestido;vestido;279;1;com foto;ativo no site;0
loja 04;29.15300_04076;blusa;blusa;59;1;com foto;ativo no site;0
loja 04;29.15702_0068;acessório;colar;59;1;com foto;ativo no site;0
loja 04;29.14164_4451;blusa;blusa;129;1;com foto;ativo no site;0
loja 04;29.15709_0068;acessório;brinco;79;1;com foto;ativo no site;0
loja 04;29.14783_04003;blusa;top;29;1;com foto;ativo no site;0
loja 04;29.14903_04066;vestido;vestido;199;1;com foto;ativo no site;0
loja 04;29.14789_04060;vestido;vestido;149;1;com foto;ativo no site;0
loja 04;29.15751_04075;blusa;camisa;139;1;com foto;desativado;problemas de qualidade do produto
loja 04;29.14801_27414;blusa;blusa;79;1;com foto;ativo no site;0
loja 04;29.14258_2608;blusa;blusa;89;1;com foto;ativo no site;0
loja 04;29.15775_27418;blusa;blusa;89;1;com foto;ativo no site;0
loja 04;29.15348_04076;blusa;blusa;149;1;com foto;ativo no site;0
loja 04;29.14961_27597;blusa;blusa;159;1;com foto;ativo no site;0
loja 04;29.13466_04007;blusa;blusa;99;1;com foto;desativado;falta de padrao no tamanho
loja 04;29.13967_1511;bermuda /short;short;159;1;com foto;ativo no site;0
loja 04;29.13535_0002;calca;calca;199;1;com foto;ativo no site;0
loja 04;29.13814_00083;blusa;blusa;139;1;com foto;desativado;falta de padrao no tamanho
loja 04;29.14017_4451;vestido;vestido;219;1;com foto;ativo no site;0
loja 04;29.10858_2690;blusa;blusa;79;1;com foto;ativo no site;0
loja 04;29.08356_613;bermuda /short;bermuda;119;1;com foto;ativo no site;0
loja 04;29.10881_2684;blusa;blusa;129;1;com foto;ativo no site;0
loja 04;29.13678_27285;blusa;blusa;79;1;com foto;ativo no site;0
loja 04;29.10917_019;blusa;blusa;99;1;com foto;ativo no site;0
loja 04;29.10952_2282;blusa;blusa;139;1;com foto;ativo no site;0
loja 04;29.10004_2278;acessório;cinto;99;1;com foto;ativo no site;0
loja 04;29.14107_27274;casaco / jaqueta;jaqueta;179;1;com foto;ativo no site;0
loja 04;29.08283_019;macacao;macacao;179;1;sem foto;sem foto;0
loja 04;29.04825_019;blusa;camisa;319;1;com foto;desativado;falta de padrao no tamanho
loja 04;29.11115_2697;bermuda /short;bermuda;119;1;com foto;ativo no site;0
